pub_date,abstract,lead_para,headline,doc_type,section_name,type_of_material,rank,web_url
2015-10-27,Oracle wants to do what it does best: build software that has the specific kinds of features that companies needs to manage their operations.,"SAN FRANCISCO — Counter to the expectations of many industry watchers, Oracle, the world’s largest maker of software for businesses, is not planning a global computing system to rival Amazon Web Services or Microsoft Azure, the other big global cloud companies.",Oracle Will Not Build a Giant Cloud System Like A.W.S.,article,Technology,News,6,https://bits.blogs.nytimes.com/2015/10/27/oracle-will-not-build-a-giant-cloud-system-like-a-w-s/
2015-11-27,"For Season 2 of Amazon’s hit show, the director and showrunner Jill Soloway explores family history and introduces new shades into the character of Maura.","LOS ANGELES — On the set of “Transparent,” a handful of actors dressed for a flashback scene on a 1930s ocean liner — cloche hats, woolen jackets, long skirts — crowd together on benches in a large wooden container perched atop a gimbal, a device that can simulate the rolling of a ship. Sitting cross-legged on a long table a few yards away, the director Jill Soloway, who created this Amazon series, quietly throws out a few suggestions to the gently swaying actors.","In ‘Transparent,’ a Heroine Evolves Further Still",article,Arts,News,6,https://www.nytimes.com/2015/11/29/arts/television/in-transparent-a-heroine-evolves-further-still.html
2015-11-10,"Amazon Prime Music, available free to Prime subscribers, has a far smaller catalog than Spotify and Apple Music, but it may appeal to families and listeners who don’t require all the latest hits.","SEATTLE — The music industry’s streaming wars are usually seen as having three major combatants: Spotify, Apple and Pandora.",Amazon’s Streaming Music Aims for More Casual Listeners,article,Business Day,News,1,https://www.nytimes.com/2015/11/11/business/media/amazons-streaming-music-aims-for-more-casual-listeners.html
2015-11-04,Some companies go private to free themselves of meddling investors. But there’s another way: Ignore them.,It was one of the biggest rebukes of the public markets in recent memory — and it may not be the last.,Public Companies Trying to Mimic Private Firms,article,Business Day,News,9,https://www.nytimes.com/2015/11/05/business/dealbook/public-companies-trying-to-mimic-private-firms.html
2015-11-04,"With a tap on a smartphone, consumers in some areas can have almost anything delivered within hours. But the cost of that is significant, and not always obvious.","WHEN Emily Yang, a San Francisco tech worker, is running out of cat food, she taps an app called Instacart to order a new bag of kibble to be delivered to her door within hours. For dinner, she often orders through Sprig and Munchery, app-powered services that bring fresh organic meals to her home.",The High Price of Delivery App Convenience,article,Technology,News,7,https://www.nytimes.com/2015/11/05/technology/personaltech/the-high-price-of-delivery-app-convenience.html
2015-11-30,Tech companies want to own the airspace for many purposes. They are also looking for regulatory workarounds.,Amazon released a video on Sunday showing off its prototype delivery drone. ,Drone Videos Could Help Amazon Sell Prime Subscriptions,article,Technology,News,2,https://bits.blogs.nytimes.com/2015/11/30/drone-videos-could-help-amazon-sell-prime-subscriptions/
2015-11-19,The United States is under Nazi and Japanese occupation in this 10-episode alternative-history drama on Amazon Prime.,The flag of Nazi-ruled America of 1962 in “The Man in the High Castle” has red and white stripes and a swastika on a field of blue. But even more chilling is how fascism has stamped itself upon American popular culture.,Review: ‘The Man in the High Castle’ Imagines America Ruled by 2 Foreign Powers,article,Arts,Review,3,https://www.nytimes.com/2015/11/20/arts/television/review-the-man-in-the-high-castle-imagines-america-ruled-by-2-foreign-powers.html
2015-11-20,Few would argue that Google knows better than most how to manage huge data centers. But in recent years Amazon has become the leader in selling that expertise to other companies.,"One of the great mysteries of the tech industry in recent years has been the seeming disinterest of Google, which is now called Alphabet, in competing with Amazon Web Services for corporate customers.",Daily Report: Google Gets Serious About Competing in Cloud With Amazon Web Services,article,Technology,News,4,https://bits.blogs.nytimes.com/2015/11/20/daily-report-google-gets-serious-about-competing-in-cloud-with-amazon-web-services/
2015-01-19,"At a time when small-screen audiences have never had more viewing options, network executives are highlighting star turns and audacious themes as they aim to be heard above the din.","PASADENA, Calif. — Jesus, a pregnant lesbian, an Asian-American family. A hip-hop empire, cybercrime fighters and the last man on earth. Those are among the cast of characters broadcasters now are depending on to rescue them from a season of troubling ratings declines. ","As Content Pours From Everywhere, New Network Shows Strive for Boldness",article,Business Day,News,8,https://www.nytimes.com/2015/01/19/business/media/as-content-pours-from-everywhere-new-network-shows-strive-for-boldness.html
2015-01-16,"In a 23-page letter, the European Commission described a “complex” arrangement involving Amazon subsidiaries and outlined why it is pursuing the case.",BRUSSELS — The European Union’s antitrust office on Friday released a preliminary finding that a tax deal between Amazon and the Luxembourg government appears to amount to unfair state aid that may have enabled the company to underpay its taxes for a decade or more.,"Amazon’s Tax Deal With Luxembourg May Break Rules, E.U. Regulator Says",article,Business Day,News,2,https://www.nytimes.com/2015/01/17/business/amazon-luxembourg-european-commission.html
2015-01-27,"The police have raided Amazon’s Tokyo headquarters, a distribution center and the offices of an affiliate, according to Japanese news reports.",HONG KONG — Amazon.com’s Japan unit has said that it is cooperating with the local authorities in an investigation into whether child pornography has been sold on its website. ,Amazon Investigated in Japan Over Child Pornography,article,Technology,News,2,https://bits.blogs.nytimes.com/2015/01/27/amazon-investigated-in-japan-over-child-pornography/
2015-01-12,"A nemesis for publishers, Amazon collected a Golden Globe for “Transparent,” becoming the first digital streaming service to win one for best TV series.","LOS ANGELES — Among the usual names invoked during the acceptance speeches at Sunday’s Golden Globes — Harvey Weinstein, Scott Rudin, Les Moonves — was an unusual one: the tech billionaire Jeff Bezos, founder and chief executive of Amazon.","With Win, Amazon Shakes Up Yet Another Industry",article,Business Day,News,3,https://www.nytimes.com/2015/01/13/business/media/award-for-transparent-vindicates-amazons-tv-executives.html
2015-01-18,"In a scene in “Mozart in the Jungle,” musicians are portrayed in a studio recording an over-the-top score for a low-budget film, a scene that verges on anachronistic.","Nestled among the zany plotlines of the Amazon series “Mozart in the Jungle” are scenes that many classical musicians will recognize of the struggles, and indignities, that they face as they try to make it in New York.","For Musicians, a TV Series Underscores Diminishing Role ",article,Arts,News,6,https://www.nytimes.com/2015/01/19/arts/music/for-musicians-a-tv-series-underscores-diminishing-role.html
2015-01-01,"Six months after its introduction, Kindle Unlimited is proving controversial and disruptive, just like so many other Amazon innovations.","Amazon is disruptive, which means it is divisive. So inevitably the retailer’s new all-you-can-read venture, Kindle Unlimited, is the subject of heated debate, pro and con, among self-published writers.",Writers Are Mixed Over Amazon Unlimited,article,Technology,News,6,https://bits.blogs.nytimes.com/2015/01/01/writers-are-mixed-over-amazon-unlimited/
2015-01-29,"The company delivered better earnings than expected in the fourth quarter, breaking a recent pattern of disappointments.",Amazon’s profits fell in the fourth quarter. Revenue did not meet expectations. The company said it might lose money in the current quarter.,"Amazon Reports a Profit, Citing Prime as the Key",article,Technology,News,1,https://www.nytimes.com/2015/01/30/technology/amazon-earnings-profit-prime.html
2015-01-25,"A series of investments by some of the tech industry’s biggest companies may sound odd, but they point to larger ambitions in moving giant amounts of data.","In the last two weeks, investments from some of the biggest technology companies have raised an important question: Have they gone crazy?",Tech Giants Invest in New Dreams of Grandeur,article,Technology,News,3,https://bits.blogs.nytimes.com/2015/01/25/tech-giants-invest-in-new-dreams-of-grandeur/
